_id,Card Name,Mana Cost,Converted Mana Cost,Card Type,Card Text,Flavor Text,Set,Other Sets,Rarity,Card Number,Artist,Community Rating,Number of Voters,Image URL
601f0b2ca21962abbfd20213,"Akim, the Soaring Wind",2 Blue Red White ,5,Legendary Creature — Bird Dinosaur,"Flying Whenever you create one or more tokens for the first time each turn, create a 1/1 white Bird creature token with flying. 3 Blue Red White : Creature tokens you control gain double strike until end of turn. ",false,Ikoria Commander,false,Mythic Rare,6,Filip Burburan,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=484713&type=card
601f0b2da21962abbfd20214,"Akiri, Fearless Voyager",1 Red White ,3,Legendary Creature — Kor Warrior,"Whenever you attack a player with one or more equipped creatures, draw a card. White : You may unattach an Equipment from a creature you control. If you do, tap that creature and it gains indestructible until end of turn. ","""No angel bars our ascent. Emeria waits above!""",Zendikar Rising,false,Rare,220,Ekaterina Burmak,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491871&type=card
601f0b2ea21962abbfd20215,"Akiri, Line-Slinger",Red White ,2,Legendary Creature — Kor Soldier Ally,"First strike, vigilance Akiri, Line-Slinger gets +1/+0 for each artifact you control. Partner <i>(You can have two commanders if both have partner.)</i> ",Her bold movements are anchored in the careful precision of each rope.,Commander Legends,"Commander 2016 (Rare) , Commander Legends (Mythic Rare) , ",Mythic Rare,515,David Gaillet,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503318&type=card
601f0b30a21962abbfd20216,Akki Avalanchers,Red ,1,Creature - Goblin Warrior,Sacrifice a land: Akki Avalanchers gets +2/+0 until end of turn. Play this ability only once each turn. ,"Among Godo's hordes, ""beware of falling rocks"" came to mean ""akki live nearby.""",Champions of Kamigawa,false,Common,151,Matt Thompson,2.317,30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=75277&type=card
601f0b32a21962abbfd20217,Akki Blizzard-Herder,1 Red ,2,Creature - Goblin Shaman,"When Akki Blizzard-Herder is put into a graveyard from play, each player sacrifices a land. ","""It remains unclear whether the akki shamans could in fact create storms or simply predicted them.""",Betrayers of Kamigawa,false,Common,91,Pete Venters,2.736,36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74428&type=card
601f0b33a21962abbfd20218,Akki Coalflinger,1 Red Red ,3,Creature — Goblin Shaman,"First strike Red Tap , : Attacking creatures gain first strike until end of turn. ","No matter where you find them, goblins love rocks.","Duel Decks Anthology, Elves vs. Goblins","Champions of Kamigawa (Uncommon) , Duel Decks: Elves vs. Goblins (Uncommon) , Duel Decks Anthology, Elves vs. Goblins (Uncommon) , ",Uncommon,33,Nottsuo,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=393941&type=card
601f0b34a21962abbfd20219,Akki Drillmaster,2 Red ,3,Creature - Goblin Shaman,Tap : Target creature gains haste until end of turn. ,"""What part of ‘hayaku ikee' did you not understand?""",Saviors of Kamigawa,false,Common,92,Alan Pollack,2.819,36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74393&type=card
601f0b36a21962abbfd2021a,Akki Lavarunner,3 Red ,4,4,"Haste Whenever Akki Lavarunner deals damage to an opponent, flip it.  ",false,Champions of Kamigawa,false,Rare,-1,Matt Cavotta,2.963,54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78694&type=card
601f0b37a21962abbfd2021b,"Tok-Tok, Volcano Born",3 Red ,-1,4,"Protection from red If a red source would deal damage to a player, it deals that much damage plus 1 to that player instead.  ",false,Champions of Kamigawa,false,Rare,-1,Matt Cavotta,2.963,54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78694&type=card
601f0b38a21962abbfd2021c,Akki Raider,1 Red ,2,Creature - Goblin Warrior,"Whenever a land is put into a graveyard from play, Akki Raider gets +1/+0 until end of turn. ","Akki were very territorial, attacking and destroying any settlements that came too close to their mountain homes. The more successful their raids, the bolder they became.",Betrayers of Kamigawa,false,Uncommon,92,Martina Pilcerova,2,31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74596&type=card
601f0b39a21962abbfd2021d,Akki Rockspeaker,1 Red ,2,Creature - Goblin Shaman,"Red When Akki Rockspeaker comes into play, add to your mana pool. ","The lava-proof shells of akki evolved over centuries, as akki pranks almost always got seriously out of hand.",Champions of Kamigawa,false,Common,154,David Martin,1.55,40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=77919&type=card
601f0b3aa21962abbfd2021e,Akki Underling,1 Red ,2,Creature - Goblin Warrior,"As long as you have seven or more cards in hand, Akki Underling gets +2/+1 and has first strike. ","""I lost my hounds in the war and thus found myself employing akki as servants. I found their training to be remarkably similar.""",Saviors of Kamigawa,false,Common,93,Franz Vohwinkel,2.244,39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=79164&type=card
601f0b3ba21962abbfd2021f,Akki Underminer,3 Red ,4,Creature - Goblin Rogue Shaman,"Whenever Akki Underminer deals combat damage to a player, that player sacrifices a permanent. ","""Deep inside the Sokenzan Mountains, a band of akki discovered a cache of ancient items of power. Their ensuing spree of destruction became known as ‘The Three Days of Fun.'""",Champions of Kamigawa,false,Uncommon,155,Thomas M. Baxa,2.151,43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=75399&type=card
601f0b3ca21962abbfd20220,Akoum Battlesinger,1 Red ,2,Creature — Human Berserker Ally,"Haste Whenever Akoum Battlesinger or another Ally enters the battlefield under your control, you may have Ally creatures you control get +1/+0 until end of turn. ",false,Worldwake,false,Common,71,Adi Granov,2.975,60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=198360&type=card
601f0b3da21962abbfd20221,Akoum Boulderfoot,4 Red Red ,6,Creature — Giant Warrior,"When Akoum Boulderfoot enters the battlefield, it deals 1 damage to target creature or player. ","""If you're in Akoum and you glimpse a shadow overhead, the worst thing you can do is duck.""",Rise of the Eldrazi,false,Uncommon,134,Alex Horley-Orlandelli,1.562,96,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193506&type=card
601f0b3ea21962abbfd20222,Akoum Firebird,2 Red Red ,4,Creature — Phoenix,"4 Red Red Flying, hasteAkoum Firebird attacks each turn if able.Landfall — Whenever a land enters the battlefield under your control, you may pay . If you do, return Akoum Firebird from your graveyard to the battlefield. ",false,Battle for Zendikar,false,Mythic Rare,138,Chris Rahn,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401804&type=card
601f0b40a21962abbfd20223,Akoum Flameseeker,2 Red ,3,Creature — Human Shaman Ally,"Tap Cohort — , Tap an untapped Ally you control: Discard a card. If you do, draw a card. ","In the face of extinction, the most perilous endeavors can be cause for hope.",Oath of the Gatewatch,false,Common,101,Willian Murai,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407611&type=card
601f0b41a21962abbfd20224,Akoum Hellhound,Red ,1,Creature — Elemental Dog,"<i>Landfall</i> — Whenever a land enters the battlefield under your control, Akoum Hellhound gets +2/+2 until end of turn. ","Hellhound packs roam the Spikefields, basking in the harsh sunlight and lighting the night with their flames.",Zendikar Rising,false,Common,133,Jason Kang,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491772&type=card
601f0b42a21962abbfd20225,Akoum Hellkite,4 Red Red ,6,Creature — Dragon,"Flying <i>Landfall</i> — Whenever a land enters the battlefield under your control, Akoum Hellkite deals 1 damage to any target. If that land is a Mountain, Akoum Hellkite deals 2 damage to that permanent or player instead. ",false,Game Night 2019,"Battle for Zendikar (Rare) , Game Night 2019 (Rare) , ",Rare,36,Jaime Jones,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476102&type=card
601f0b43a21962abbfd20226,Akoum Refuge,false,-1,Land,"Akoum Refuge enters the battlefield tapped. When Akoum Refuge enters the battlefield, you gain 1 life. Tap Black Red : Add or . ",false,Commander 2019,"Zendikar (Uncommon) , Magic: The Gathering-Commander (Uncommon) , Duel Decks: Sorin vs. Tibalt (Uncommon) , Commander 2013 Edition (Uncommon) , Duel Decks: Zendikar vs. Eldrazi (Uncommon) , Commander Anthology (Uncommon) , Commander 2017 (Uncommon) , Commander 2018 (Uncommon) , Commander 2019 (Uncommon) , ",Uncommon,226,Fred Fields,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470772&type=card
601f0b45a21962abbfd20227,Akoum Stonewaker,1 Red ,2,Creature — Human Shaman,"2 Red Landfall — Whenever a land enters the battlefield under your control, you may pay . If you do, put a 3/1 red Elemental creature token with trample and haste onto the battlefield. Exile that token at the beginning of the next end step. ",false,Battle for Zendikar,false,Uncommon,140,Victor Adame Minguez,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401806&type=card
601f0b48a21962abbfd20228,Akoum Warrior,5 Red ,6,6,Trample   Land Tap Red : Add . ,"""Rock. Lava. Gravity. They're not cruel, but they're not forgiving either.""",Zendikar Rising,false,Uncommon,-1,Karl Kopinski,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491773&type=card
601f0b48a21962abbfd20229,Akoum Teeth,false,-1,6,Akoum Teeth enters the battlefield tapped. Tap Red : Add .   Warrior 5 Red  ,false,Zendikar Rising,false,Uncommon,-1,Karl Kopinski,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491773&type=card
601f0b4da21962abbfd2022a,Akrasan Squire,White ,1,Creature - Human Soldier,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.) ","Bant's armies are primarily composed of members of the Mortar caste, loyal commoners who haven't yet earned a sigil.",Shards of Alara,false,Common,1,Todd Lockwood,3.646,120,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=174963&type=card
601f0b4fa21962abbfd2022b,Akroan Conscriptor,4 Red ,5,Creature — Human Shaman,"Heroic — Whenever you cast a spell that targets Akroan Conscriptor, gain control of another target creature until end of turn. Untap that creature. It gains haste until end of turn. ","""The time to serve is now.""",Born of the Gods,false,Uncommon,87,James Ryman,3.461,38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378459&type=card
601f0b50a21962abbfd2022c,Akroan Crusader,Red ,1,Creature — Human Soldier,"<i>Heroic</i> — Whenever you cast a spell that targets Akroan Crusader, create a 1/1 red Soldier creature token with haste. ","An Akroan soldier's worth is measured by the number of swords raised by his battle cry.",Ultimate Masters,"Theros (Common) , Ultimate Masters (Common) , ",Common,121,Johann Bodin,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=456717&type=card
601f0b52a21962abbfd2022d,Akroan Hoplite,Red White ,2,Creature — Human Soldier,"Whenever Akroan Hoplite attacks, it gets +X/+0 until end of turn, where X is the number of attacking creatures you control. ","""Fair fight? How could it be a fair fight? We're Akroans. They're not.""",Conspiracy: Take the Crown,"Theros (Uncommon) , Conspiracy: Take the Crown (Uncommon) , ",Uncommon,197,Igor Kieryluk,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416954&type=card
601f0b53a21962abbfd2022e,Akroan Horse,4 ,4,Artifact Creature — Horse,"Defender When Akroan Horse enters the battlefield, an opponent gains control of it. At the beginning of your upkeep, each opponent creates a 1/1 white Soldier creature token. ",false,Commander 2016,"Theros (Rare) , Commander 2016 (Rare) , ",Rare,241,Seb McKinnon,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=420858&type=card
601f0b55a21962abbfd2022f,Akroan Jailer,White ,1,Creature — Human Soldier,"2 White Tap , : Tap target creature. ",He ensures escape attempts are just that—attempts.,Magic Origins,false,Common,1,Anastasia Ovchinnikova,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398656&type=card
601f0b56a21962abbfd20230,Akroan Line Breaker,2 Red ,3,Creature — Human Warrior,"Heroic — Whenever you cast a spell that targets Akroan Line Breaker, Akroan Line Breaker gets +2/+0 and gains intimidate until end of turn. ","The enemies' shields are the first to shatter, and their battle line is never far behind.",Journey into Nyx,false,Uncommon,88,Marco Nelor,2.261,23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380369&type=card
601f0b57a21962abbfd20231,Akroan Mastiff,3 White ,4,Creature — Hound,"White Tap , : Tap target creature. ","Even when many of the soldiers who guarded Akros were called away, its safety was never in doubt.",Journey into Nyx,false,Common,3,Zoltan Boros,2.55,30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380370&type=card
601f0b59a21962abbfd20232,Akroan Phalanx,3 White ,4,Creature — Human Soldier,Vigilance 2 Red : Creatures you control get +1/+0 until end of turn. ,"Shields up, spears out, heels set, hearts firm.",Born of the Gods,false,Uncommon,2,Steve Prescott,3.419,31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378374&type=card
601f0b5aa21962abbfd20233,Akroan Sergeant,2 Red ,3,Creature — Human Soldier,"First strike (This creature deals combat damage before creatures without first strike.)Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.) ",false,Magic Origins,false,Common,130,Zack Stella,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398604&type=card
601f0b5ba21962abbfd20234,Akroan Skyguard,1 White ,2,Creature — Human Soldier,"Flying Heroic — Whenever you cast a spell that targets Akroan Skyguard, put a +1/+1 counter on Akroan Skyguard. ","""Trust me. When you have earned a god's favor, you'll know.""",Born of the Gods,false,Common,3,Mark Winters,3.764,36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378375&type=card
601f0b5da21962abbfd20235,"Akroma, Angel of Fury",5 Red Red Red ,8,Legendary Creature — Angel,"Akroma, Angel of Fury can't be countered. Flying, trample, protection from white and from blue Red : Akroma, Angel of Fury gets +1/+0 until end of turn. 3 Red Red Red 3 Morph (You may cast this card face down as a 2/2 creature for . Turn it face up any time for its morph cost.) ",false,Masters 25,"Planar Chaos (Rare) , Magic: The Gathering-Commander (Rare) , From the Vault: Angels (Mythic Rare) , Commander Anthology (Rare) , Masters 25 (Mythic Rare) , ",Mythic Rare,119,Terese Nielsen,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=442108&type=card
601f0b5ea21962abbfd20236,"Akroma, Angel of Wrath",5 White White White ,8,Legendary Creature — Angel,"Flying, first strike, vigilance, trample, haste, protection from black and from red ","""Wrath is no vice when inflicted upon the deserving.""",Ikoria Commander,"Legions (Rare) , Time Spiral ""Timeshifted"" (Special) , Duel Decks: Divine vs. Demonic (Mythic Rare) , Duel Decks Anthology, Divine vs. Demonic (Mythic Rare) , From the Vault: Angels (Mythic Rare) , Masters 25 (Mythic Rare) , Ikoria Commander (Mythic Rare) , ",Mythic Rare,73,Terese Nielsen,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=482701&type=card
